,subject,which_regions,demog_question,demog_response,culture
1876,SS1610588311801,NA,country_born,Yes,US
1877,SS1610588311801,NA,current_in,Yes,US
1878,SS1610588311801,NA,state_grewup,California,US
1879,SS1610591368593,NA,country_born,Yes,US
1880,SS1610591368593,NA,current_in,Yes,US
1881,SS1610591368593,NA,state_grewup,California,US
1882,SS1610597241570,NA,country_born,No,US
1883,SS1610597241570,NA,current_in,Yes,US
1884,SS1610597241570,NA,state_grewup,California,US
1885,SS1610598388740,NA,country_born,Yes,US
1886,SS1610598388740,NA,current_in,Yes,US
1887,SS1610598388740,NA,state_grewup,Montana,US
1888,SS1610598730214,NA,country_born,Yes,US
1889,SS1610598730214,NA,current_in,Yes,US
1890,SS1610598730214,NA,state_grewup,Arizona,US
1891,SS1610603063441,NA,country_born,Yes,US
1892,SS1610603063441,NA,current_in,Yes,US
1893,SS1610603063441,NA,state_grewup,Louisiana,US
1894,SS1610641894562,NA,country_born,No,US
1895,SS1610641894562,NA,current_in,Yes,US
1896,SS1610641894562,NA,state_grewup,Not applicable,US
1897,SS1610649528260,NA,country_born,Yes,US
1898,SS1610649528260,NA,current_in,Yes,US
1899,SS1610649528260,NA,state_grewup,California,US
1900,SS1610656625152,NA,country_born,Yes,US
1901,SS1610656625152,NA,current_in,Yes,US
1902,SS1610656625152,NA,state_grewup,California,US
1903,SS1610672104359,NA,country_born,Yes,US
1904,SS1610672104359,NA,current_in,Yes,US
1905,SS1610672104359,NA,state_grewup,California,US
1906,SS1610677720145,NA,country_born,Yes,US
1907,SS1610677720145,NA,current_in,Yes,US
1908,SS1610677720145,NA,state_grewup,Hawaii,US
1909,SS1610745171034,NA,country_born,Yes,US
1910,SS1610745171034,NA,current_in,Yes,US
1911,SS1610745171034,NA,state_grewup,California,US
1912,SS1610746075917,NA,country_born,Yes,US
1913,SS1610746075917,NA,current_in,Yes,US
1914,SS1610746075917,NA,state_grewup,Kentucky,US
1915,SS1610771199717,NA,country_born,Yes,US
1916,SS1610771199717,NA,current_in,Yes,US
1917,SS1610771199717,NA,state_grewup,California,US
1918,SS1610831055555,NA,country_born,Yes,US
1919,SS1610831055555,NA,current_in,Yes,US
1920,SS1610831055555,NA,state_grewup,California,US
1921,SS1610835727512,NA,country_born,Yes,US
1922,SS1610835727512,NA,current_in,Yes,US
1923,SS1610835727512,NA,state_grewup,California,US
1924,SS1610926667734,NA,country_born,Yes,US
1925,SS1610926667734,NA,current_in,Yes,US
1926,SS1610926667734,NA,state_grewup,Illinois,US
1927,SS1611355150195,NA,country_born,Yes,US
1928,SS1611355150195,NA,current_in,Yes,US
1929,SS1611355150195,NA,state_grewup,California,US
1930,SS1611358368668,NA,country_born,Yes,US
1931,SS1611358368668,NA,current_in,Yes,US
1932,SS1611358368668,NA,state_grewup,California,US
1933,SS1611369510717,NA,country_born,Yes,US
1934,SS1611369510717,NA,current_in,Yes,US
1935,SS1611369510717,NA,state_grewup,Texas,US
1936,SS1619809958500,NA,country_born,No,US
1937,SS1619809958500,NA,current_in,Yes,US
1938,SS1619809958500,NA,state_grewup,Arkansas,US
1939,SS1619809996844,NA,country_born,No,US
1940,SS1619809996844,NA,current_in,Yes,US
1941,SS1619809996844,NA,state_grewup,Not applicable,US
1942,SS1619810039444,NA,country_born,Yes,US
1943,SS1619810039444,NA,current_in,Yes,US
1944,SS1619810039444,NA,state_grewup,Not applicable,US
1945,SS1619810159724,NA,country_born,Yes,US
1946,SS1619810159724,NA,current_in,Yes,US
1947,SS1619810159724,NA,state_grewup,California,US
1948,SS1619810804507,NA,country_born,Yes,US
1949,SS1619810804507,NA,current_in,Yes,US
1950,SS1619810804507,NA,state_grewup,North Carolina,US
1951,SS1619811846477,NA,country_born,Yes,US
1952,SS1619811846477,NA,current_in,Yes,US
1953,SS1619811846477,NA,state_grewup,Nebraska,US
1954,SS1619812041783,NA,country_born,Yes,US
1955,SS1619812041783,NA,current_in,Yes,US
1956,SS1619812041783,NA,state_grewup,California,US
1957,SS1619812368576,NA,country_born,Yes,US
1958,SS1619812368576,NA,current_in,Yes,US
1959,SS1619812368576,NA,state_grewup,Texas,US
1960,SS1619812444739,NA,country_born,Yes,US
1961,SS1619812444739,NA,current_in,Yes,US
1962,SS1619812444739,NA,state_grewup,Georgia,US
1963,SS1619813074614,NA,country_born,Yes,US
1964,SS1619813074614,NA,current_in,Yes,US
1965,SS1619813074614,NA,state_grewup,California,US
1966,SS1619813220257,NA,country_born,No,US
1967,SS1619813220257,NA,current_in,Yes,US
1968,SS1619813220257,NA,state_grewup,Texas,US
1969,SS1619813840906,NA,country_born,Yes,US
1970,SS1619813840906,NA,current_in,Yes,US
1971,SS1619813840906,NA,state_grewup,Colorado,US
1972,SS1619814178357,NA,country_born,Yes,US
1973,SS1619814178357,NA,current_in,Yes,US
1974,SS1619814178357,NA,state_grewup,Texas,US
1975,SS1619814337589,NA,country_born,Yes,US
1976,SS1619814337589,NA,current_in,Yes,US
1977,SS1619814337589,NA,state_grewup,California,US
1978,SS1619814570836,NA,country_born,Yes,US
1979,SS1619814570836,NA,current_in,Yes,US
1980,SS1619814570836,NA,state_grewup,California,US
1981,SS1619815515884,NA,country_born,Yes,US
1982,SS1619815515884,NA,current_in,Yes,US
1983,SS1619815515884,NA,state_grewup,California,US
1984,SS1619817463861,NA,country_born,Yes,US
1985,SS1619817463861,NA,current_in,Yes,US
1986,SS1619817463861,NA,state_grewup,Florida,US
1987,SS1619818174440,NA,country_born,Yes,US
1988,SS1619818174440,NA,current_in,Yes,US
1989,SS1619818174440,NA,state_grewup,California,US
1990,SS1619818421789,NA,country_born,No,US
1991,SS1619818421789,NA,current_in,Yes,US
1992,SS1619818421789,NA,state_grewup,Texas,US
1993,SS1619818502355,NA,country_born,No,US
1994,SS1619818502355,NA,current_in,Yes,US
1995,SS1619818502355,NA,state_grewup,California,US
1996,SS1619818710224,NA,country_born,Yes,US
1997,SS1619818710224,NA,current_in,Yes,US
1998,SS1619818710224,NA,state_grewup,Illinois,US
1999,SS1620239996894,NA,country_born,Yes,US
2000,SS1620239996894,NA,current_in,Yes,US
2001,SS1620239996894,NA,state_grewup,California,US
2002,SS1620251084195,NA,country_born,Yes,US
2003,SS1620251084195,NA,current_in,Yes,US
2004,SS1620251084195,NA,state_grewup,California,US
2005,SS1620253708569,NA,country_born,Yes,US
2006,SS1620253708569,NA,current_in,Yes,US
2007,SS1620253708569,NA,state_grewup,Wisconsin,US
2008,SS1620280376004,NA,country_born,Yes,US
2009,SS1620280376004,NA,current_in,Yes,US
2010,SS1620280376004,NA,state_grewup,California,US
2011,SS1620319579859,NA,country_born,Yes,US
2012,SS1620319579859,NA,current_in,Yes,US
2013,SS1620319579859,NA,state_grewup,California,US
2014,SS1620327224790,NA,country_born,Yes,US
2015,SS1620327224790,NA,current_in,Yes,US
2016,SS1620327224790,NA,state_grewup,Maine,US
2017,SS1620329211979,NA,country_born,Yes,US
2018,SS1620329211979,NA,current_in,Yes,US
2019,SS1620329211979,NA,state_grewup,California,US
2020,SS1620329695923,NA,country_born,Yes,US
2021,SS1620329695923,NA,current_in,Yes,US
2022,SS1620329695923,NA,state_grewup,Maryland,US
2023,SS1620329984643,NA,country_born,Yes,US
2024,SS1620329984643,NA,current_in,Yes,US
2025,SS1620329984643,NA,state_grewup,Pennsylvania,US
2026,SS1620331546510,NA,country_born,Yes,US
2027,SS1620331546510,NA,current_in,Yes,US
2028,SS1620331546510,NA,state_grewup,New Jersey,US
2029,SS1608681385583,NA,age,21,US
2030,SS1608681385583,NA,gender,Female,US
2031,SS1608681385583,NA,ethnic,Asian,US
2032,SS1608688168812,NA,age,22,US
2033,SS1608688168812,NA,gender,Female,US
2034,SS1608688168812,NA,ethnic,White,US
2035,SS1608698511254,NA,age,21,US
2036,SS1608698511254,NA,gender,Female,US
2037,SS1608698511254,NA,ethnic,Asian,US
2038,SS1608700105054,NA,age,20,US
2039,SS1608700105054,NA,gender,Male,US
2040,SS1608700105054,NA,ethnic,Asian,US
2041,SS1608700397099,NA,age,19,US
2042,SS1608700397099,NA,gender,Female,US
2043,SS1608700397099,NA,ethnic,White,US
2044,SS1608704367900,NA,age,18,US
2045,SS1608704367900,NA,gender,Female,US
2046,SS1608704367900,NA,ethnic,"c(""White"", ""Hispanic or Latino"")",US
2047,SS1608705551890,NA,age,18,US
2048,SS1608705551890,NA,gender,Female,US
2049,SS1608705551890,NA,ethnic,Asian,US
2050,SS1608708437584,NA,age,20,US
2051,SS1608708437584,NA,gender,Female,US
2052,SS1608708437584,NA,ethnic,White,US
2053,SS1608737929527,NA,age,19,US
2054,SS1608737929527,NA,gender,Female,US
2055,SS1608737929527,NA,ethnic,Asian,US
2056,SS1608750563425,NA,age,20,US
2057,SS1608750563425,NA,gender,Male,US
2058,SS1608750563425,NA,ethnic,Asian,US
2059,SS1608759071639,NA,age,18,US
2060,SS1608759071639,NA,gender,Male,US
2061,SS1608759071639,NA,ethnic,"c(""White"", ""Asian"")",US
2062,SS1608764841871,NA,age,19,US
2063,SS1608764841871,NA,gender,Female,US
2064,SS1608764841871,NA,ethnic,Other,US
2065,SS1608764844416,NA,age,20,US
2066,SS1608764844416,NA,gender,Male,US
2067,SS1608764844416,NA,ethnic,Native Hawaiian or Other Pacific Islander,US
2068,SS1608764928854,NA,age,20,US
2069,SS1608764928854,NA,gender,Male,US
2070,SS1608764928854,NA,ethnic,"c(""White"", ""Other"")",US
2071,SS1608765105161,NA,age,19,US
2072,SS1608765105161,NA,gender,Male,US
2073,SS1608765105161,NA,ethnic,Asian,US
2074,SS1608765292402,NA,age,19,US
2075,SS1608765292402,NA,gender,Male,US
2076,SS1608765292402,NA,ethnic,Hispanic or Latino,US
2077,SS1608765554635,NA,age,19,US
2078,SS1608765554635,NA,gender,Male,US
2079,SS1608765554635,NA,ethnic,Asian,US
2080,SS1608765717953,NA,age,20,US
2081,SS1608765717953,NA,gender,Female,US
2082,SS1608765717953,NA,ethnic,"c(""White"", ""Hispanic or Latino"")",US
2083,SS1608766095260,NA,age,20,US
2084,SS1608766095260,NA,gender,Female,US
2085,SS1608766095260,NA,ethnic,"c(""White"", ""Asian"")",US
2086,SS1608766593457,NA,age,18,US
2087,SS1608766593457,NA,gender,Male,US
2088,SS1608766593457,NA,ethnic,Asian,US
2089,SS1608766617789,NA,age,20,US
2090,SS1608766617789,NA,gender,Female,US
2091,SS1608766617789,NA,ethnic,Asian,US
2092,SS1608766942272,NA,age,20,US
2093,SS1608766942272,NA,gender,Male,US
2094,SS1608766942272,NA,ethnic,Asian,US
2095,SS1608767257570,NA,age,20,US
2096,SS1608767257570,NA,gender,Female,US
2097,SS1608767257570,NA,ethnic,White,US
2098,SS1608768789316,NA,age,22,US
2099,SS1608768789316,NA,gender,Female,US
2100,SS1608768789316,NA,ethnic,Asian,US
2101,SS1608770272900,NA,age,21,US
2102,SS1608770272900,NA,gender,Female,US
2103,SS1608770272900,NA,ethnic,Asian,US
2104,SS1608771762929,NA,age,23,US
2105,SS1608771762929,NA,gender,Female,US
2106,SS1608771762929,NA,ethnic,Asian,US
2107,SS1608773085433,NA,age,20,US
2108,SS1608773085433,NA,gender,Decline to answer,US
2109,SS1608773085433,NA,ethnic,Other,US
2110,SS1608774634252,NA,age,25,US
2111,SS1608774634252,NA,gender,Female,US
2112,SS1608774634252,NA,ethnic,Asian,US
2113,SS1608775395629,NA,age,19,US
2114,SS1608775395629,NA,gender,Female,US
2115,SS1608775395629,NA,ethnic,White,US
2116,SS1608775531570,NA,age,19,US
2117,SS1608775531570,NA,gender,Female,US
2118,SS1608775531570,NA,ethnic,"c(""White"", ""Other"")",US
2119,SS1608775703963,NA,age,49,US
2120,SS1608775703963,NA,gender,Female,US
2121,SS1608775703963,NA,ethnic,White,US
2122,SS1608781013661,NA,age,21,US
2123,SS1608781013661,NA,gender,Male,US
2124,SS1608781013661,NA,ethnic,White,US
2125,SS1608785426067,NA,age,61,US
2126,SS1608785426067,NA,gender,Male,US
2127,SS1608785426067,NA,ethnic,White,US
2128,SS1608787713278,NA,age,21,US
2129,SS1608787713278,NA,gender,Female,US
2130,SS1608787713278,NA,ethnic,"c(""Asian"", ""White"")",US
2131,SS1608788427161,NA,age,21,US
2132,SS1608788427161,NA,gender,Female,US
2133,SS1608788427161,NA,ethnic,Asian,US
2134,SS1608788987298,NA,age,19,US
2135,SS1608788987298,NA,gender,Male,US
2136,SS1608788987298,NA,ethnic,Asian,US
2137,SS1608790005674,NA,age,20,US
2138,SS1608790005674,NA,gender,Female,US
2139,SS1608790005674,NA,ethnic,White,US
2140,SS1608790890814,NA,age,21,US
2141,SS1608790890814,NA,gender,Male,US
2142,SS1608790890814,NA,ethnic,Asian,US
2143,SS1608791220883,NA,age,22,US
2144,SS1608791220883,NA,gender,Female,US
2145,SS1608791220883,NA,ethnic,Asian,US
2146,SS1608792549625,NA,age,20,US
2147,SS1608792549625,NA,gender,Male,US
2148,SS1608792549625,NA,ethnic,White,US
2149,SS1608794984596,NA,age,19,US
2150,SS1608794984596,NA,gender,Female,US
2151,SS1608794984596,NA,ethnic,Hispanic or Latino,US
2152,SS1608797392775,NA,age,21,US
2153,SS1608797392775,NA,gender,Female,US
2154,SS1608797392775,NA,ethnic,Asian,US
2155,SS1608813710413,NA,age,22,US
2156,SS1608813710413,NA,gender,Non-binary,US
2157,SS1608813710413,NA,ethnic,White,US
2158,SS1608817521759,NA,age,19,US
2159,SS1608817521759,NA,gender,Female,US
2160,SS1608817521759,NA,ethnic,White,US
2161,SS1608831660664,NA,age,18,US
2162,SS1608831660664,NA,gender,Female,US
2163,SS1608831660664,NA,ethnic,Asian,US
2164,SS1608833527308,NA,age,22,US
2165,SS1608833527308,NA,gender,Non-binary,US
2166,SS1608833527308,NA,ethnic,Asian,US
2167,SS1608834401052,NA,age,21,US
2168,SS1608834401052,NA,gender,Female,US
2169,SS1608834401052,NA,ethnic,White,US
2170,SS1608836302253,NA,age,20,US
2171,SS1608836302253,NA,gender,Female,US
2172,SS1608836302253,NA,ethnic,"c(""White"", ""Asian"")",US
2173,SS1608839691941,NA,age,19,US
2174,SS1608839691941,NA,gender,Female,US
2175,SS1608839691941,NA,ethnic,Black or African American,US
2176,SS1608840412635,NA,age,19,US
2177,SS1608840412635,NA,gender,Female,US
2178,SS1608840412635,NA,ethnic,Hispanic or Latino,US
2179,SS1608842254932,NA,age,18,US
2180,SS1608842254932,NA,gender,Female,US
2181,SS1608842254932,NA,ethnic,Asian,US
2182,SS1608843808592,NA,age,18,US
2183,SS1608843808592,NA,gender,Non-binary,US
2184,SS1608843808592,NA,ethnic,Asian,US
2185,SS1608846102155,NA,age,22,US
2186,SS1608846102155,NA,gender,Male,US
2187,SS1608846102155,NA,ethnic,White,US
2188,SS1608850322225,NA,age,21,US
2189,SS1608850322225,NA,gender,Female,US
2190,SS1608850322225,NA,ethnic,Asian,US
2191,SS1608853349801,NA,age,19,US
2192,SS1608853349801,NA,gender,Male,US
2193,SS1608853349801,NA,ethnic,Asian,US
2194,SS1608858288834,NA,age,20,US
2195,SS1608858288834,NA,gender,Female,US
2196,SS1608858288834,NA,ethnic,Asian,US
2197,SS1608863463604,NA,age,21,US
2198,SS1608863463604,NA,gender,Female,US
2199,SS1608863463604,NA,ethnic,Asian,US
2200,SS1608882192490,NA,age,21,US
2201,SS1608882192490,NA,gender,Male,US
2202,SS1608882192490,NA,ethnic,Asian,US
2203,SS1608892981654,NA,age,20,US
2204,SS1608892981654,NA,gender,Female,US
2205,SS1608892981654,NA,ethnic,White,US
2206,SS1608962227801,NA,age,21,US
2207,SS1608962227801,NA,gender,Female,US
2208,SS1608962227801,NA,ethnic,Hispanic or Latino,US
2209,SS1608967838850,NA,age,21,US
2210,SS1608967838850,NA,gender,Male,US
2211,SS1608967838850,NA,ethnic,White,US
2212,SS1608994545018,NA,age,19,US
2213,SS1608994545018,NA,gender,Female,US
2214,SS1608994545018,NA,ethnic,"c(""White"", ""Hispanic or Latino"")",US
2215,SS1608999598751,NA,age,18,US
2216,SS1608999598751,NA,gender,Female,US
2217,SS1608999598751,NA,ethnic,"c(""American Indian or Alaska Native"", ""Black or African American"", ""White"")",US
2218,SS1609003293575,NA,age,20,US
2219,SS1609003293575,NA,gender,Non-binary,US
2220,SS1609003293575,NA,ethnic,Hispanic or Latino,US
2221,SS1609018219931,NA,age,18,US
2222,SS1609018219931,NA,gender,Female,US
2223,SS1609018219931,NA,ethnic,Asian,US
2224,SS1609018845974,NA,age,20,US
2225,SS1609018845974,NA,gender,Female,US
2226,SS1609018845974,NA,ethnic,Asian,US
2227,SS1609019254082,NA,age,18,US
2228,SS1609019254082,NA,gender,Female,US
2229,SS1609019254082,NA,ethnic,White,US
2230,SS1609019285444,NA,age,30,US
2231,SS1609019285444,NA,gender,Female,US
2232,SS1609019285444,NA,ethnic,White,US
2233,SS1609038733525,NA,age,20,US
2234,SS1609038733525,NA,gender,Non-binary,US
2235,SS1609038733525,NA,ethnic,"c(""Hispanic or Latino"", ""White"")",US
2236,SS1609094228968,NA,age,20,US
2237,SS1609094228968,NA,gender,Female,US
2238,SS1609094228968,NA,ethnic,White,US
2239,SS1609116678756,NA,age,21,US
2240,SS1609116678756,NA,gender,Female,US
2241,SS1609116678756,NA,ethnic,Asian,US
2242,SS1609213660616,NA,age,18,US
2243,SS1609213660616,NA,gender,Male,US
2244,SS1609213660616,NA,ethnic,White,US
2245,SS1609273135099,NA,age,22,US
2246,SS1609273135099,NA,gender,Male,US
2247,SS1609273135099,NA,ethnic,"c(""Hispanic or Latino"", ""White"")",US
2248,SS1609275824977,NA,age,20,US
2249,SS1609275824977,NA,gender,Male,US
2250,SS1609275824977,NA,ethnic,"c(""White"", ""Hispanic or Latino"")",US
2251,SS1609422514703,NA,age,18,US
2252,SS1609422514703,NA,gender,Male,US
2253,SS1609422514703,NA,ethnic,Asian,US
2254,SS1609540175257,NA,age,21,US
2255,SS1609540175257,NA,gender,Female,US
2256,SS1609540175257,NA,ethnic,White,US
2257,SS1609542930348,NA,age,18,US
2258,SS1609542930348,NA,gender,Female,US
2259,SS1609542930348,NA,ethnic,Asian,US
2260,SS1609545235915,NA,age,19,US
2261,SS1609545235915,NA,gender,Female,US
2262,SS1609545235915,NA,ethnic,Asian,US
2263,SS1609790990010,NA,age,22,US
2264,SS1609790990010,NA,gender,Female,US
2265,SS1609790990010,NA,ethnic,Hispanic or Latino,US
2266,SS1609815670698,NA,age,19,US
2267,SS1609815670698,NA,gender,Female,US
2268,SS1609815670698,NA,ethnic,"c(""Hispanic or Latino"", ""White"")",US
2269,SS1609866138497,NA,age,22,US
2270,SS1609866138497,NA,gender,Female,US
2271,SS1609866138497,NA,ethnic,Asian,US
2272,SS1609871022738,NA,age,23,US
2273,SS1609871022738,NA,gender,Female,US
2274,SS1609871022738,NA,ethnic,Asian,US
2275,SS1609871316276,NA,age,24,US
2276,SS1609871316276,NA,gender,Female,US
2277,SS1609871316276,NA,ethnic,Asian,US
2278,SS1609872764219,NA,age,19,US
2279,SS1609872764219,NA,gender,Female,US
2280,SS1609872764219,NA,ethnic,"c(""Black or African American"", ""White"")",US
2281,SS1609876581813,NA,age,22,US
2282,SS1609876581813,NA,gender,Male,US
2283,SS1609876581813,NA,ethnic,"c(""Asian"", ""White"")",US
2284,SS1609881975445,NA,age,24,US
2285,SS1609881975445,NA,gender,Male,US
2286,SS1609881975445,NA,ethnic,Asian,US
2287,SS1609882680132,NA,age,18,US
2288,SS1609882680132,NA,gender,Female,US
