subject,which_regions,demog_question,demog_response,culture
SS1619809958500,North America,overseaexpnum,Two experiences,US
SS1619809958500,North America,firstlanguage,Yes,US
SS1619809958500,North America,monolingual,"Yes, I am multilingual",US
SS1619809958500,North America,targetlanguage,No,US
SS1619809958500,North America,objectiveses,High school graduate/GED,US
SS1619809958500,North America,subjectiveses,4,US
SS1619809996844,"c(""North America"", ""Europe"")",zipcode,941,US
SS1619809996844,"c(""North America"", ""Europe"")",resimobinum,3,US
SS1619809996844,"c(""North America"", ""Europe"")",abroadexp,Yes,US
SS1619809996844,"c(""North America"", ""Europe"")",overseaexpnum,Six or more experiences,US
SS1619809996844,"c(""North America"", ""Europe"")",firstlanguage,No,US
SS1619809996844,"c(""North America"", ""Europe"")",monolingual,"Yes, I am multilingual",US
SS1619809996844,"c(""North America"", ""Europe"")",targetlanguage,No,US
SS1619809996844,"c(""North America"", ""Europe"")",objectiveses,Four-/Five-year college Bachelor's degree,US
SS1619809996844,"c(""North America"", ""Europe"")",subjectiveses,7,US
SS1619810039444,character(0),zipcode,943,US
SS1619810039444,character(0),resimobinum,3,US
SS1619810039444,character(0),abroadexp,No,US
SS1619810039444,character(0),overseaexpnum,Six or more experiences,US
SS1619810039444,character(0),firstlanguage,Yes,US
SS1619810039444,character(0),monolingual,"No, just English",US
SS1619810039444,character(0),targetlanguage,No,US
SS1619810039444,character(0),objectiveses,"One or more years of college, no degree",US
SS1619810039444,character(0),subjectiveses,6,US
SS1619810088481,"c(""North America"", ""Asia"")",zipcode,652,US
SS1619810088481,"c(""North America"", ""Asia"")",resimobinum,1,US
SS1619810088481,"c(""North America"", ""Asia"")",abroadexp,Yes,US
SS1619810088481,"c(""North America"", ""Asia"")",overseaexpnum,Six or more experiences,US
SS1619810088481,"c(""North America"", ""Asia"")",firstlanguage,Yes,US
SS1619810088481,"c(""North America"", ""Asia"")",monolingual,"Yes, I am multilingual",US
SS1619810088481,"c(""North America"", ""Asia"")",targetlanguage,Yes,US
SS1619810088481,"c(""North America"", ""Asia"")",objectiveses,High school graduate/GED,US
SS1619810088481,"c(""North America"", ""Asia"")",subjectiveses,10,US
SS1619810159724,character(0),zipcode,945,US
SS1619810159724,character(0),resimobinum,4,US
SS1619810159724,character(0),abroadexp,No,US
SS1619810159724,character(0),overseaexpnum,Three to five experiences,US
SS1619810159724,character(0),firstlanguage,Yes,US
SS1619810159724,character(0),monolingual,"No, just English",US
SS1619810159724,character(0),targetlanguage,Yes,US
SS1619810159724,character(0),objectiveses,At least some graduate school,US
SS1619810159724,character(0),subjectiveses,5,US
SS1619810804507,character(0),zipcode,270,US
SS1619810804507,character(0),resimobinum,8,US
SS1619810804507,character(0),abroadexp,No,US
SS1619810804507,character(0),overseaexpnum,One experience,US
SS1619810804507,character(0),firstlanguage,Yes,US
SS1619810804507,character(0),monolingual,"Yes, I am multilingual",US
SS1619810804507,character(0),targetlanguage,No,US
SS1619810804507,character(0),objectiveses,High school graduate/GED,US
SS1619810804507,character(0),subjectiveses,1,US
SS1619811846477,character(0),zipcode,681,US
SS1619811846477,character(0),resimobinum,5,US
SS1619811846477,character(0),abroadexp,No,US
SS1619811846477,character(0),overseaexpnum,Six or more experiences,US
SS1619811846477,character(0),firstlanguage,Yes,US
SS1619811846477,character(0),monolingual,"Yes, I am multilingual",US
SS1619811846477,character(0),targetlanguage,No,US
SS1619811846477,character(0),objectiveses,"One or more years of college, no degree",US
SS1619811846477,character(0),subjectiveses,3,US
SS1619811903092,"c(""North America"", ""Asia"")",zipcode,943,US
SS1619811903092,"c(""North America"", ""Asia"")",resimobinum,5,US
SS1619811903092,"c(""North America"", ""Asia"")",abroadexp,Yes,US
SS1619811903092,"c(""North America"", ""Asia"")",overseaexpnum,Six or more experiences,US
SS1619811903092,"c(""North America"", ""Asia"")",firstlanguage,Yes,US
SS1619811903092,"c(""North America"", ""Asia"")",monolingual,"Yes, I am multilingual",US
SS1619811903092,"c(""North America"", ""Asia"")",targetlanguage,Yes,US
SS1619811903092,"c(""North America"", ""Asia"")",objectiveses,At least some graduate school,US
SS1619811903092,"c(""North America"", ""Asia"")",subjectiveses,3,US
SS1619812006417,Asia,zipcode,943,US
SS1619812006417,Asia,resimobinum,4,US
SS1619812006417,Asia,abroadexp,Yes,US
SS1619812006417,Asia,overseaexpnum,One experience,US
SS1619812006417,Asia,firstlanguage,No,US
SS1619812006417,Asia,monolingual,"Yes, I am multilingual",US
SS1619812006417,Asia,targetlanguage,Yes,US
SS1619812006417,Asia,objectiveses,High school graduate/GED,US
SS1619812006417,Asia,subjectiveses,6,US
SS1619812041783,character(0),zipcode,943,US
SS1619812041783,character(0),resimobinum,1,US
SS1619812041783,character(0),abroadexp,No,US
SS1619812041783,character(0),overseaexpnum,Three to five experiences,US
SS1619812041783,character(0),firstlanguage,Yes,US
SS1619812041783,character(0),monolingual,"Yes, I am multilingual",US
SS1619812041783,character(0),targetlanguage,Yes,US
SS1619812041783,character(0),objectiveses,Four-/Five-year college Bachelor's degree,US
SS1619812041783,character(0),subjectiveses,3,US
SS1619812368576,character(0),zipcode,950,US
SS1619812368576,character(0),resimobinum,3,US
SS1619812368576,character(0),abroadexp,No,US
SS1619812368576,character(0),overseaexpnum,Six or more experiences,US
SS1619812368576,character(0),firstlanguage,Yes,US
SS1619812368576,character(0),monolingual,"Yes, I am multilingual",US
SS1619812368576,character(0),targetlanguage,No,US
SS1619812368576,character(0),objectiveses,"One or more years of college, no degree",US
SS1619812368576,character(0),subjectiveses,8,US
SS1619812444739,character(0),zipcode,312,US
SS1619812444739,character(0),resimobinum,1,US
SS1619812444739,character(0),abroadexp,No,US
SS1619812444739,character(0),overseaexpnum,Six or more experiences,US
SS1619812444739,character(0),firstlanguage,No,US
SS1619812444739,character(0),monolingual,"Yes, I am multilingual",US
SS1619812444739,character(0),targetlanguage,No,US
SS1619812444739,character(0),objectiveses,High school graduate/GED,US
SS1619812444739,character(0),subjectiveses,7,US
SS1619813074614,character(0),zipcode,913,US
SS1619813074614,character(0),resimobinum,2,US
SS1619813074614,character(0),abroadexp,No,US
SS1619813074614,character(0),overseaexpnum,Six or more experiences,US
SS1619813074614,character(0),firstlanguage,Yes,US
SS1619813074614,character(0),monolingual,"Yes, I am multilingual",US
SS1619813074614,character(0),targetlanguage,No,US
SS1619813074614,character(0),objectiveses,High school graduate/GED,US
SS1619813074614,character(0),subjectiveses,7,US
SS1619813220257,North America,zipcode,950,US
SS1619813220257,North America,resimobinum,3,US
SS1619813220257,North America,abroadexp,Yes,US
SS1619813220257,North America,overseaexpnum,Three to five experiences,US
SS1619813220257,North America,firstlanguage,Yes,US
SS1619813220257,North America,monolingual,"Yes, I am multilingual",US
SS1619813220257,North America,targetlanguage,No,US
SS1619813220257,North America,objectiveses,"One or more years of college, no degree",US
SS1619813220257,North America,subjectiveses,6,US
SS1619813840906,character(0),zipcode,80220,US
SS1619813840906,character(0),resimobinum,3,US
SS1619813840906,character(0),abroadexp,No,US
SS1619813840906,character(0),overseaexpnum,Six or more experiences,US
SS1619813840906,character(0),firstlanguage,Yes,US
SS1619813840906,character(0),monolingual,"No, just English",US
SS1619813840906,character(0),targetlanguage,No,US
SS1619813840906,character(0),objectiveses,"One or more years of college, no degree",US
SS1619813840906,character(0),subjectiveses,8,US
SS1619814178357,character(0),zipcode,770,US
SS1619814178357,character(0),resimobinum,3,US
SS1619814178357,character(0),abroadexp,No,US
SS1619814178357,character(0),overseaexpnum,Six or more experiences,US
SS1619814178357,character(0),firstlanguage,Yes,US
SS1619814178357,character(0),monolingual,"Yes, I am multilingual",US
SS1619814178357,character(0),targetlanguage,No,US
SS1619814178357,character(0),objectiveses,"One or more years of college, no degree",US
SS1619814178357,character(0),subjectiveses,6,US
SS1619814337589,South America,zipcode,919,US
SS1619814337589,South America,resimobinum,3,US
SS1619814337589,South America,abroadexp,Yes,US
SS1619814337589,South America,overseaexpnum,Six or more experiences,US
SS1619814337589,South America,firstlanguage,No,US
SS1619814337589,South America,monolingual,"Yes, I am multilingual",US
SS1619814337589,South America,targetlanguage,No,US
SS1619814337589,South America,objectiveses,High school graduate/GED,US
SS1619814337589,South America,subjectiveses,4,US
SS1619814570836,character(0),zipcode,934,US
SS1619814570836,character(0),resimobinum,2,US
SS1619814570836,character(0),abroadexp,No,US
SS1619814570836,character(0),overseaexpnum,One experience,US
SS1619814570836,character(0),firstlanguage,Yes,US
SS1619814570836,character(0),monolingual,"No, just English",US
SS1619814570836,character(0),targetlanguage,No,US
SS1619814570836,character(0),objectiveses,"One or more years of college, no degree",US
SS1619814570836,character(0),subjectiveses,8,US
SS1619815515884,character(0),zipcode,950,US
SS1619815515884,character(0),resimobinum,2,US
SS1619815515884,character(0),abroadexp,No,US
SS1619815515884,character(0),overseaexpnum,Three to five experiences,US
SS1619815515884,character(0),firstlanguage,Yes,US
SS1619815515884,character(0),monolingual,"No, just English",US
SS1619815515884,character(0),targetlanguage,Yes,US
SS1619815515884,character(0),objectiveses,High school graduate/GED,US
SS1619815515884,character(0),subjectiveses,9,US
SS1619817463861,character(0),zipcode,328,US
SS1619817463861,character(0),resimobinum,2,US
SS1619817463861,character(0),abroadexp,No,US
SS1619817463861,character(0),overseaexpnum,Three to five experiences,US
SS1619817463861,character(0),firstlanguage,Yes,US
SS1619817463861,character(0),monolingual,"Yes, I am multilingual",US
SS1619817463861,character(0),targetlanguage,Yes,US
SS1619817463861,character(0),objectiveses,High school graduate/GED,US
SS1619817463861,character(0),subjectiveses,7,US
SS1619818174440,"c(""North America"", ""Africa"")",zipcode,943,US
SS1619818174440,"c(""North America"", ""Africa"")",resimobinum,2,US
SS1619818174440,"c(""North America"", ""Africa"")",abroadexp,Yes,US
SS1619818174440,"c(""North America"", ""Africa"")",overseaexpnum,Six or more experiences,US
SS1619818174440,"c(""North America"", ""Africa"")",firstlanguage,Yes,US
SS1619818174440,"c(""North America"", ""Africa"")",monolingual,"No, just English",US
SS1619818174440,"c(""North America"", ""Africa"")",targetlanguage,Yes,US
SS1619818174440,"c(""North America"", ""Africa"")",objectiveses,"One or more years of college, no degree",US
SS1619818174440,"c(""North America"", ""Africa"")",subjectiveses,7,US
SS1619818421789,South America,zipcode,760,US
SS1619818421789,South America,resimobinum,3,US
SS1619818421789,South America,abroadexp,Yes,US
SS1619818421789,South America,overseaexpnum,Three to five experiences,US
SS1619818421789,South America,firstlanguage,Yes,US
SS1619818421789,South America,monolingual,"Yes, I am multilingual",US
SS1619818421789,South America,targetlanguage,No,US
SS1619818421789,South America,objectiveses,"One or more years of college, no degree",US
SS1619818421789,South America,subjectiveses,4,US
SS1619818502355,North America,zipcode,928,US
SS1619818502355,North America,resimobinum,8,US
SS1619818502355,North America,abroadexp,Yes,US
SS1619818502355,North America,overseaexpnum,Six or more experiences,US
SS1619818502355,North America,firstlanguage,Yes,US
SS1619818502355,North America,monolingual,"Yes, I am multilingual",US
SS1619818502355,North America,targetlanguage,No,US
SS1619818502355,North America,objectiveses,"One or more years of college, no degree",US
SS1619818502355,North America,subjectiveses,5,US
SS1619818710224,character(0),zipcode,605,US
SS1619818710224,character(0),resimobinum,4,US
SS1619818710224,character(0),abroadexp,No,US
SS1619818710224,character(0),overseaexpnum,Three to five experiences,US
SS1619818710224,character(0),firstlanguage,Yes,US
SS1619818710224,character(0),monolingual,"Yes, I am multilingual",US
SS1619818710224,character(0),targetlanguage,Yes,US
SS1619818710224,character(0),objectiveses,"One or more years of college, no degree",US
SS1619818710224,character(0),subjectiveses,6,US
SS1620239996894,character(0),zipcode,941,US
SS1620239996894,character(0),resimobinum,6,US
SS1620239996894,character(0),abroadexp,No,US
SS1620239996894,character(0),overseaexpnum,Three to five experiences,US
SS1620239996894,character(0),firstlanguage,Yes,US
SS1620239996894,character(0),monolingual,"No, just English",US
SS1620239996894,character(0),targetlanguage,No,US
SS1620239996894,character(0),objectiveses,"One or more years of college, no degree",US
SS1620239996894,character(0),subjectiveses,6,US
SS1620251084195,character(0),zipcode,921,US
SS1620251084195,character(0),resimobinum,1,US
SS1620251084195,character(0),abroadexp,No,US
SS1620251084195,character(0),overseaexpnum,Three to five experiences,US
SS1620251084195,character(0),firstlanguage,Yes,US
SS1620251084195,character(0),monolingual,"No, just English",US
SS1620251084195,character(0),targetlanguage,No,US
SS1620251084195,character(0),objectiveses,"One or more years of college, no degree",US
SS1620251084195,character(0),subjectiveses,6,US
SS1620253708569,character(0),zipcode,981,US
SS1620253708569,character(0),resimobinum,5,US
SS1620253708569,character(0),abroadexp,No,US
SS1620253708569,character(0),overseaexpnum,Six or more experiences,US
SS1620253708569,character(0),firstlanguage,Yes,US
SS1620253708569,character(0),monolingual,"No, just English",US
SS1620253708569,character(0),targetlanguage,No,US
SS1620253708569,character(0),objectiveses,At least some graduate school,US
SS1620253708569,character(0),subjectiveses,7,US
SS1620280376004,character(0),zipcode,941,US
SS1620280376004,character(0),resimobinum,1,US
SS1620280376004,character(0),abroadexp,No,US
SS1620280376004,character(0),overseaexpnum,Six or more experiences,US
SS1620280376004,character(0),firstlanguage,Yes,US
SS1620280376004,character(0),monolingual,"No, just English",US
