subject,culture,prompt,response,correct,coder
SS1651869117517,US,Description15,the white building is closer to the red buildings,1,abc
SS1651869119140,US,Description15,The little white building was moving left and right.,1,abc
SS1651869128913,US,Description15,The blue-gray colored building shifts to the side,1,abc
SS1651869192697,US,Description15,the white barn in the back moves,1,abc
SS1651869198002,US,Description15,the white building is moved,1,abc
SS1651869512955,US,Description15,The white building is moving,1,abc
SS1651869609511,US,Description15,The white building towards the back changes position.,1,abc
SS1651869808693,US,Description15,The position of the small white shed is slightly different,1,abc
SS1651869849200,US,Description15,Barn,1,abc
SS1651870014949,US,Description15,The purple barn's further to the right,1,abc
SS1651870238624,US,Description15,The position of the grey barn in the background was different.,1,abc
SS1651870376242,US,Description15,The white barn changes position,1,abc
SS1651870443746,US,Description15,the grey building on the back right is closer/farther to the next building,1,abc
SS1651871550730,US,Description15,The white barn is moving left and right by a bit,1,abc
SS1651871841115,US,Description15,unknown,0,abc
SS1651871889261,US,Description15,The white barn in the back is in a different position,1,abc
SS1651872480719,US,Description15,The white building in the back is in different positions.,1,abc
SS1651873332890,US,Description15,the white barn moves.,1,abc
SS1651873359386,US,Description15,The white barn moves positions slightly,1,abc
SS1651878926426,US,Description15,the position of the blue building on the right side of the background,1,abc
SS1651878928252,US,Description15,position of grey barn,1,abc
SS1651616817210,US,Description16,the door of the blue truck changes designs,1,abc
SS1651616819170,US,Description16,the door on the truck changes appearance from logos to plain,1,abc
SS1651616821119,US,Description16,words on truck door,1,abc
SS1651616823657,US,Description16,white or blue paint appears on the door of the truck,1,abc
SS1651616824013,US,Description16,unknown,0,abc
SS1651616827589,US,Description16,paint on truck,1,abc
SS1651616829561,US,Description16,truck has more advertisements in one pic,1,abc
SS1651616834023,US,Description16,the truck has extra words printed on teh side,1,abc
SS1651616835091,US,Description16,The design on the passenger door of the dodge ram,1,abc
SS1651616837719,US,Description16,The side door of the truck changes colors.,1,abc
SS1651616838947,US,Description16,The door changes colors,1,abc
SS1651616839031,US,Description16,stickers on the truck change,1,abc
SS1651616839120,US,Description16,truck door,1,abc
SS1651616839551,US,Description16,decals on truck door,1,abc
SS1651616839622,US,Description16,puickup truck side door goes from blue to white with lettering,1,abc
SS1651616840889,US,Description16,The number of logos/sponsors on the door of the truck changes.,1,abc
SS1651616841722,US,Description16,The truck has different decals on the door.,1,abc
SS1651616841972,US,Description16,part of the trucks advertising picture was cut off on the door in one picture vs the other,1,abc
SS1651616843053,US,Description16,truck door,1,abc
SS1651616844450,US,Description16,The stickers on the blue truck change,1,abc
SS1651616844684,US,Description16,fuller logo on truck,1,abc
SS1651616844911,US,Description16,writing on the side of the truck,1,abc
SS1651616846951,US,Description16,The white label on the blue truck door,1,abc
SS1651616850845,US,Description16,the truck has ads on the door,1,abc
SS1651616854167,US,Description16,truck front door goes to white from blue,1,abc
SS1651616854402,US,Description16,Race paint on side of truck door is missing.,1,abc
SS1651616857792,US,Description16,unknown,0,abc
SS1651616858489,US,Description16,the logo on the truck is missing,1,abc
SS1651616858633,US,Description16,the decales on the side of the truck are different.,1,abc
SS1651616860080,US,Description16,"One picture has the offroader truck containing more sponsor stickers on its car door, while the other picture has the car door painted blue.",1,abc
SS1651616860708,US,Description16,monster door door image changes,1,abc
SS1651616861128,US,Description16,stickers,1,abc
SS1651616861546,US,Description16,lettering on the blue truck's door,1,abc
SS1651616863114,US,Description16,The adverts on the monster truck are missing. ,1,abc
SS1651616863145,US,Description16,There are more decals on the truck in one image,1,abc
SS1651616876627,US,Description16,the truck has writing on its side in one picture,1,abc
SS1651616909217,US,Description16,there are more words on one side of the truck,1,abc
SS1651616969092,US,Description16,the paint on the truck,1,abc
SS1651616982939,US,Description16,The advertising on the truck door disappears.,1,abc
SS1651617013503,US,Description16,unknown,0,abc
SS1651617033971,US,Description16,decal,1,abc
SS1651617071100,US,Description16,the writing on the truck on the right,1,abc
SS1651617143573,US,Description16,Stickers on the truck door were missing,1,abc
SS1651617282312,US,Description16,there are more decals on the truck than the other image,1,abc
SS1651617310480,US,Description16,There is advertising or writting on the door of the truck in one image and not in the other image.,1,abc
SS1651624230659,US,Description16,the color of the door on the truck,1,abc
SS1651678198123,US,Description16,The decals on the truck door are removed,1,abc
SS1651678202019,US,Description16,Sticker advertisements on truck are toggled for visibility,1,abc
SS1651678206055,US,Description16,there is writing on the door on the truck in one photo and not on the second photo,1,abc
SS1651678216185,US,Description16,unknown,0,abc
SS1651678216437,US,Description16,the advertising on the passenger door of the blue truck,1,abc
SS1651678218891,US,Description16,the side panel of the truck is different,1,abc
SS1651678220434,US,Description16,vehicles,0,abc
SS1651678221331,US,Description16,"the panel on the vehicle's right side (our left) - or passenger door, changes",1,abc
SS1651678224995,US,Description16,No picture in blue vehicles door,1,abc
SS1651678226524,US,Description16,side of truck the writing,1,abc
SS1651678227696,US,Description16,The truck door changes color,1,abc
SS1651678229872,US,Description16,the truck door,1,abc
SS1651678232565,US,Description16,stickers on truck door disappear,1,abc
SS1651678239759,US,Description16,"In one picture, there are stickers all over the side of the blue truck, in the other picture, there are no stickers.",1,abc
SS1651678242246,US,Description16,door of the truck,1,abc
SS1651678243882,US,Description16,The truck has more logo coverage in one picture,1,abc
SS1651678244241,US,Description16,"One picture's truck has more sponsors while the other is more plain, and just painted blue on the door.",1,abc
SS1651678245327,US,Description16,The passenger door on the truck,1,abc
SS1651678246113,US,Description16,"One is a truck, one is an RV",0,abc
SS1651678246330,US,Description16,The logos on the door of the truck change ,1,abc
SS1651678248637,US,Description16,The passenger side door of the dodge truck has coverings in one image and is painted blue in the other.,1,abc
SS1651678248989,US,Description16,The colors on the truck,1,abc
SS1651678249603,US,Description16,Writing on the door of the foremost vehicle appears and then disappears and reappears as the photos flash in a violent way.,1,abc
SS1651678250397,US,Description16,The passenger door on the truck,1,abc
SS1651678252363,US,Description16,The door on the pickup was painted then plain.,1,abc
SS1651678252935,US,Description16,unknown,0,abc
SS1651678253736,US,Description16,the trucks wheels are bent,0,abc
SS1651678256204,US,Description16,advertisement changes on the truck,1,abc
SS1651678257395,US,Description16,The truck passenger door is white with additional writing in one photo and blue with no writing in the other.,1,abc
SS1651678258791,US,Description16,Paint on truck door,1,abc
SS1651678259296,US,Description16,logo on side of truck disappears ,1,abc
SS1651678260164,US,Description16,Stickers on truck door,1,abc
SS1651678260331,US,Description16,The decals on the side of the truck are different between the two photos.,1,abc
SS1651678260663,US,Description16,"In one picture, the truck has a bunch of words on the side door.",1,abc
SS1651678261063,US,Description16,"the truck door is blue in one, and has writing in the other",1,abc
SS1651678261912,US,Description16,the truck has writing on one ,1,abc
SS1651678262590,US,Description16,diffferent paint on the truck in front,1,abc
SS1651678262854,US,Description16,The door on the blue truck changes.,1,abc
SS1651678263725,US,Description16,ad on the door of the blue truck,1,abc
SS1651678265100,US,Description16,picture on side of truck,1,abc
SS1651678265263,US,Description16,There is white painted advertising below the red and yellow stripes on the door of the truck in one of the pictures and it is missing in the other.,1,abc
SS1651678267011,US,Description16,The advertisements on the passenger side door of the truck change between the two pictures.,1,abc
SS1651678267140,US,Description16,Paint on the trucks door,1,abc
SS1651678267405,US,Description16,unknown,0,abc
SS1651678268119,US,Description16,Side of truck paneling changed design.,1,abc
SS1651678270245,US,Description16, door on truck has more ads in one,1,abc
SS1651678270524,US,Description16,there are decals missing off the truck,1,abc
SS1651678271326,US,Description16,"One picture had writing on the door of the truck, whereas in the other picture, the door was just plain blue.",1,abc
